match_id,date,home_team,away_team,home_elo_pre,away_elo_pre,elo_diff,home_fifa_rank,away_fifa_rank,rank_diff,home_fifa_points,away_fifa_points,home_goals_scored_avg_L5,home_goals_conceded_avg_L5,home_avg_opponent_elo_last_5,home_avg_opponent_fifa_rank_last_5,home_weighted_goal_diff_last_5,away_goals_scored_avg_L5,away_goals_conceded_avg_L5,away_avg_opponent_elo_last_5,away_avg_opponent_fifa_rank_last_5,away_weighted_goal_diff_last_5,home_win_rate_L10,home_goal_diff_avg_L10,home_avg_opponent_elo_last_10,home_avg_opponent_fifa_rank_last_10,home_weighted_goal_diff_last_10,away_win_rate_L10,away_goal_diff_avg_L10,away_avg_opponent_elo_last_10,away_avg_opponent_fifa_rank_last_10,away_weighted_goal_diff_last_10,h2h_avg_goals_home,h2h_avg_goals_away,neutral,tournament
46,2026-06-23,Panama,Croatia,1742.0,1933.0,-191.0,36,13,23,1504.39,1691.59,1.2,2.0,1710.2,43.4,-1.0959999999999999,2.4,1.4,1558.4,84.8,0.694,0.4,0.1,1563.7,73.1,-0.09186666666666668,0.8,2.1,1511.3,91.5,1.7924000000000002,0.0,0.0,1,FIFA World Cup
47,2026-06-23,Portugal,Uzbekistan,1976.0,1735.0,241.0,6,58,-52,1756.12,1424.93,2.6,1.0,1672.25,45.0,2.465,1.4,0.6,1600.8,54.4,0.8352,0.6,1.6,1745.5,42.8,2.14875,0.4,0.8,1604.3,54.6,0.7666666666666666,0.0,0.0,1,FIFA World Cup
48,2026-06-23,Colombia,Congo DR,1998.0,1616.0,382.0,12,61,-49,1694.44,1395.77,1.4,1.2,1830.8,32.2,0.11373333333333324,1.4,0.4,1499.2,83.6,0.8,0.5,1.1,1832.3,34.7,1.2285999999999997,0.7,0.9,1482.9,83.7,0.7832666666666667,0.0,0.0,1,FIFA World Cup
54,2026-06-24,South Africa,Korea Republic,1531.0,1784.0,-253.0,57,23,34,1428.87,1585.45,1.2,1.4,1544.6,75.0,-0.2598666666666667,1.6,1.0,1604.8,65.2,0.4865333333333334,0.4,0.4,1509.9,82.5,0.3396666666666667,0.6,0.6,1669.1,55.3,0.40126666666666677,0.0,0.0,1,FIFA World Cup
52,2026-06-24,Bosnia and Herzegovina,Qatar,1571.0,1427.0,144.0,74,48,26,1326.69,1474.6,1.2,0.8,1726.8,33.0,0.44000000000000006,0.4,1.6,1478.75,85.8,-1.2943333333333333,0.3,0.9,1565.7,75.1,0.5695333333333334,0.1,-0.8,1502.4444444444443,79.9,-0.859777777777778,0.5,1.5,1,FIFA World Cup
53,2026-06-24,Czechia,Mexico,1731.0,1835.0,-104.0,42,19,23,1484.88,1627.4,2.6,1.0,1367.5,117.4,1.4768333333333334,1.6,0.2,1734.8,37.4,1.4741333333333335,0.4,0.5,1517.6666666666667,88.2,0.22051851851851847,0.5,0.8,1776.5,39.0,0.8426666666666668,1.6666666666666667,1.6666666666666667,1,FIFA World Cup
50,2026-06-24,Morocco,Haiti,1830.0,1542.0,288.0,14,86,-72,1688.18,1287.75,2.2,0.4,1686.8,55.4,1.7909333333333333,0.8,1.0,1557.2,76.8,-0.2765333333333333,0.7,1.7,1565.3,67.3,1.6456666666666666,0.3,0.1,1543.5,76.4,0.014933333333333309,0.0,0.0,1,FIFA World Cup
49,2026-06-24,Scotland,Brazil,1790.0,1979.0,-189.0,45,5,40,1480.24,1775.85,2.0,1.6,1730.8,42.4,0.3741333333333333,2.6,1.2,1837.8,24.0,1.6501333333333335,0.6,1.1,1631.7,67.2,0.9910666666666668,0.6,1.4,1802.8,34.0,1.639133333333333,0.3,1.6,1,FIFA World Cup
51,2026-06-24,Switzerland,Canada,1897.0,1802.0,95.0,20,31,-11,1625.16,1515.96,2.4,1.4,1798.6,48.6,1.1241333333333334,0.8,0.4,1767.4,41.0,0.4573333333333333,0.6,1.8,1747.9,49.5,2.006333333333333,0.4,0.7,1690.3,48.6,0.7455999999999999,1.0,3.0,1,FIFA World Cup
55,2026-06-25,Curaçao,Côte d'Ivoire,1467.0,1607.0,-140.0,91,46,45,1264.78,1478.47,1.8,2.2,1529.0,77.8,-0.9620000000000001,2.6,1.0,1635.8,50.2,1.7924,0.3,0.0,1471.1,89.6,-0.2992000000000001,0.7,1.3,1555.1,64.3,1.3498666666666668,0.0,0.0,1,FIFA World Cup
